tree_mode,skill_id,skill_key,skill_name,cluster_id,cluster_name,learning_level,learning_level_order,difficulty_score,ease_score,demand_score,role_coverage_score,role_balance_score,universality_score,entry_accessibility_score,transition_priority_score,experience_barrier_score,weighted_skill_score,skill_tree_score,priority_rank,tree_x,tree_y,tree_rank_within_cluster,learning_rationale
Learning Progression,SKILL_0161,ml platforms,ML platforms,CLUSTER_008,MLOps and Deployment,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.17833333333333332,57,1,20,2,"ML platforms require understanding of model deployment, monitoring, and integration with cloud services"
Learning Progression,SKILL_0095,deployment,Deployment,CLUSTER_008,MLOps and Deployment,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.17833333333333332,62,2,20,3,"Deployment requires understanding of CI/CD pipelines, cloud platforms, and infrastructure as code"
Learning Progression,SKILL_0123,gcp vertex ai pipelines,GCP Vertex AI pipelines,CLUSTER_008,MLOps and Deployment,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,1.0,0.275,0.8,0.21250000000000002,0.15333333333333335,22,3,20,4,"GCP Vertex AI pipelines require knowledge of cloud infrastructure, MLOps, and workflow automation"
Learning Progression,SKILL_0171,machine learning infrastructure,Machine learning infrastructure,CLUSTER_008,MLOps and Deployment,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.15333333333333335,62,0,21,5,"Machine learning infrastructure requires knowledge of cloud platforms, model deployment, and scalable architecture"
Learning Progression,SKILL_0162,mlops,MLOps,CLUSTER_008,MLOps and Deployment,Role-Specific,3,0.75,0.25,0.02666666666666667,0.4,0.3493984702822971,0.3848195410846891,0.0,0.19944586232540673,0.72,0.1833904485579474,0.13833333333333334,33,1,21,6,"MLOps requires knowledge of DevOps, machine learning, and cloud infrastructure for model deployment and monitoring"
Learning Progression,SKILL_0163,mlops/llmops,MLOps/LLMOps,CLUSTER_008,MLOps and Deployment,Advanced / Differentiator,4,0.85,0.15000000000000002,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.07833333333333334,62,0,30,1,"MLOps/LLMOps requires advanced knowledge of DevOps, machine learning, and cloud infrastructure for model deployment and monitoring"
Learning Progression,SKILL_0268,typescript,TypeScript,CLUSTER_009,Programming Languages,Core Applied,2,0.45,0.55,0.05333333333333334,0.6,0.559360534701831,0.5878081604105493,0.125,0.28309244812316475,0.64,0.27315169293548125,0.3016666666666667,13,0,10,1,"TypeScript requires foundational JavaScript knowledge and adds static typing, which increases complexity for beginners"
Learning Progression,SKILL_0212,r,R,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.06666666666666667,0.4,0.2019854079986195,0.3405956223995858,0.0,0.21217868671987575,0.8,0.19339655539186332,0.2833333333333333,23,0,20,1,
Learning Progression,SKILL_0045,c#,C#,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.124,0.76,0.0984,0.25666666666666665,55,1,20,2,
Learning Progression,SKILL_0195,php,PHP,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,1.0,0.29500000000000004,1.0,0.22450000000000003,0.25333333333333335,19,2,20,3,
Learning Progression,SKILL_0135,go,Go,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.25333333333333335,51,3,20,4,
Learning Progression,SKILL_0186,numpy,NumPy,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,0,21,5,
Learning Progression,SKILL_0196,pandas,Pandas,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,1,21,6,
Learning Progression,SKILL_0044,c,C,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,2,21,7,
Learning Progression,SKILL_0046,c++,C++,CLUSTER_009,Programming Languages,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,3,21,8,
Learning Progression,SKILL_0229,react,React,CLUSTER_010,Web Development,Core Applied,2,0.4,0.6,0.03333333333333333,0.6,0.6554587535412857,0.6166376260623857,0.2,0.30999128781871577,0.8,0.29099041660058733,0.31666666666666665,10,0,10,1,"React requires understanding of JavaScript and component-based development, which is moderately complex"
Learning Progression,SKILL_0185,node.js,Node.js,CLUSTER_010,Web Development,Core Applied,2,0.4,0.6,0.03333333333333333,0.6,0.6554587535412857,0.6166376260623857,0.2,0.29399128781871575,0.64,0.2813904166005873,0.31666666666666665,11,1,10,2,"Node.js requires understanding of JavaScript and backend development, which is moderately complex"
Learning Progression,SKILL_0256,svelte,Svelte,CLUSTER_010,Web Development,Core Applied,2,0.4,0.6,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.30333333333333334,51,2,10,3,"Svelte requires understanding of JavaScript and component-based development, which is moderately complex"
Learning Progression,SKILL_0120,flask,Flask,CLUSTER_010,Web Development,Core Applied,2,0.4,0.6,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.30333333333333334,62,3,10,4,"Flask requires understanding of Python and web development, which is moderately complex"
Learning Progression,SKILL_0253,streamlit,Streamlit,CLUSTER_010,Web Development,Core Applied,2,0.4,0.6,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.30333333333333334,62,0,11,5,"Streamlit requires understanding of Python and data visualization, which is moderately complex"
Learning Progression,SKILL_0183,next.js,Next.js,CLUSTER_010,Web Development,Core Applied,2,0.45,0.55,0.02,0.4,0.39548848910372325,0.39864654673111694,0.3333333333333333,0.26259396401933505,0.84,0.2301866937546019,0.28500000000000003,18,1,11,6,"Next.js requires understanding of React and JavaScript, which is moderately complex"
Learning Progression,SKILL_0055,codeigniter,CodeIgniter,CLUSTER_010,Web Development,Core Applied,2,0.45,0.55,0.006666666666666667,0.2,-0.0,0.13999999999999999,1.0,0.29500000000000004,1.0,0.22450000000000003,0.2783333333333334,19,2,11,7,CodeIgniter requires understanding of PHP and web development concepts
Learning Progression,SKILL_0179,nestjs,NestJS,CLUSTER_010,Web Development,Core Applied,2,0.45,0.55,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.2783333333333334,51,3,11,8,"NestJS requires understanding of TypeScript and Node.js, which is moderately complex"
Learning Progression,SKILL_0230,reactts,ReactTS,CLUSTER_010,Web Development,Core Applied,2,0.45,0.55,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.069,0.24,0.0639,0.2783333333333334,66,0,12,9,"ReactTS requires understanding of React and TypeScript, which is moderately complex"
Learning Progression,SKILL_0102,django,Django,CLUSTER_010,Web Development,Core Applied,2,0.45,0.55,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.2783333333333334,68,1,12,10,"Django requires understanding of Python and web frameworks, which is moderately complex"
Learning Progression,SKILL_0003,apis,APIs,CLUSTER_011,API Development,Foundation,1,0.25,0.75,0.02,0.6,0.6826061944859853,0.6247818583457956,0.3333333333333333,0.3344345575037387,0.88,0.30721134658744587,0.385,9,0,0,1,Understanding APIs is foundational for modern software development and can be learned quickly with basic programming knowledge
Learning Progression,SKILL_0002,api integration,API integration,CLUSTER_011,API Development,Core Applied,2,0.45,0.55,0.02,0.4,0.39548848910372325,0.39864654673111694,0.3333333333333333,0.26659396401933505,0.88,0.23258669375460192,0.28500000000000003,17,0,10,1,"API integration requires understanding of request/response formats, authentication, and error handling, which is moderately complex for career shifters"
Learning Progression,SKILL_0224,rest/json apis,REST/JSON APIs,CLUSTER_011,API Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,1,10,2,"REST/JSON APIs require understanding of data formats and request handling, which is moderately complex"
Learning Progression,SKILL_0225,restful apis,RESTful APIs,CLUSTER_011,API Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,2,10,3,"RESTful APIs require understanding of HTTP methods and stateless design, which is moderately complex"
Learning Progression,SKILL_0267,third-party api integration,Third-party API integration,CLUSTER_011,API Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,3,10,4,"Third-party API integration requires understanding of authentication and data handling, which is moderately complex"
Learning Progression,SKILL_0222,rest api programming,REST API programming,CLUSTER_011,API Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,11,5,"REST API programming requires understanding of HTTP methods, endpoints, and data formats, which is moderately complex"
Learning Progression,SKILL_0223,rest/json api development,REST/JSON API development,CLUSTER_011,API Development,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.2283333333333333,57,1,11,6,"Developing REST/JSON APIs involves structuring data and handling requests, which is moderately complex for career shifters"
Learning Progression,SKILL_0113,fastapi,FastAPI,CLUSTER_011,API Development,Role-Specific,3,0.6,0.4,0.013333333333333334,0.4,0.43067655807339306,0.4092029674220179,0.0,0.19276089022660536,0.64,0.1800369792492659,0.20666666666666667,35,0,20,1,"FastAPI requires knowledge of Python and asynchronous programming, making it more complex for career shifters"
Learning Progression,SKILL_0111,external api design,External API design,CLUSTER_011,API Development,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.17833333333333332,51,1,20,2,"Designing external APIs involves understanding RESTful principles, versioning, and security, which requires deeper technical expertise"
Learning Progression,SKILL_0249,speech-to-text integration,Speech-to-text integration,CLUSTER_011,API Development,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.17833333333333332,57,2,20,3,"Speech-to-text integration requires knowledge of audio processing and API usage, which is more complex for career shifters"
